sha256,rank,action,score
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,1,D3-PT - Process Termination,1.345961
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,2,D3-NI - Network Isolation,0.985969
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,3,D3-FEV - File Eviction,0.980834
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,4,D3-PCSV - Process Code Segment Verification,0.980834
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,5,D3-CQ - Content Quarantine,0.859993
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,6,D3-OTF - Outbound Traffic Filtering,0.738969
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,7,D3-EAL - Executable Allowlisting,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,8,D3-EDL - Executable Denylisting,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,9,D3-FA - File Analysis,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,10,D3-FIM - File Integrity Monitoring,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,11,D3-PSA - Process Spawn Analysis,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,12,D3-RF - Restore File,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,13,D3-RTSD - Remote Terminal Session Detection,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,14,D3-SCA - System Call Analysis,0.500000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,15,D3-CCSA - Credential Compromise Scope Analysis,0.359993
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,16,D3-CR - Credential Revocation,0.359993
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,17,D3-ST - Session Termination,0.359993
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,18,D3-DNSDL - DNS Denylisting,0.266166
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,19,D3-PA - Process Analysis,0.238969
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,20,D3-CAA - Connection Attempt Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,21,D3-CE - Credential Eviction,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,22,D3-CRO - Credential Rotation,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,23,D3-DNSTA - DNS Traffic Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,24,D3-EI - Execution Isolation,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,25,D3-FAPA - File Access Pattern Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,26,D3-FCA - File Creation Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,27,D3-FCOA - File Content Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,28,D3-FHRA - File Hash Reputation Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,29,D3-FRDDL - Forward Resolution Domain Denylisting,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,30,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,31,D3-ITF - Inbound Traffic Filtering,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,32,D3-NTA - Network Traffic Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,33,D3-PLA - Process Lineage Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,34,D3-PSMD - Process Self,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,35,D3-RC - Restore Configuration,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,36,D3-RKD - Registry Key Deletion,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,37,D3-RUAA - Restore User Account Access,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,38,D3-SEA - Script Execution Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,39,D3-SICA - System Init Config Analysis,0.000000
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,40,D3-SJA - Scheduled Job Analysis,0.000000
